idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
apimo-7951869;pr;a;v;2;70;;3;79000;;;0;0;0;0;D;179;47.7748;7.32499;0;;;;;0;D;;;;;;;;;;Gaz;;Collectif, Central;a;n;7.0;a;2022-12;68224;1702;682241702;H;H;6822401;68701;44;68;10.0;9.0;0.106;10.0;839.0;0.106;1128.57
ag681119-369760564;pr;a;v;3;81;;3;150000;;;0;1;0;1;D;142;47.72666;7.34284;Non;5.0;;1.0;True;0;D;;1.0;;;;;;40.0;;Gaz;;Individuel;a;n;11.0;a;2022-12;68224;0703;682240703;H;H;6822401;68701;44;68;11.11;6.0;0.072;10.0;839.0;0.065;1851.85
ag681106-370949989;pr;a;v;2;89;;4;264000;;;0;1;1;1;NS;;48.07617;7.39695;Oui;2.0;;1.0;True;0;;;1.0;;;;;False;;;;;;a;n;7.0;a;2022-12;68145;0101;681450101;H;H;6814501;68501;44;68;9.96;4.0;0.04;10.24;8.0;0.041;2966.29
ag681494-370879924;pr;a;v;1;24;;1;47500;;;0;0;1;0;E;274;47.74971;7.33438;Non;;;;False;0;B;;1.0;;;;;;4.0;204.68;Électrique;Radiateur;Individuel;a;n;16.0;a;2022-12;68224;0301;682240301;H;H;6822401;68701;44;68;19.0;29.0;0.115;16.36;505.0;0.099;1979.17
immo-facile-51400346;pr;a;v;1;46;;2;143000;;;0;0;0;1;G;289;48.07711;7.39155;Oui;2.0;;;;0;G;1990.0;1.0;;;False;;;20.0;1000.0;Électrique;;Individuel;a;n;98.0;a;2022-12;68145;0101;681450101;H;H;6814501;68501;44;68;11.58;18.0;0.045;11.8;27.0;0.046;3108.7
immo-facile-51352124;pr;m;v;0;120;700.0;4;348000;;;0;0;1;1;E;323;48.07201;7.39584;Non;1.0;;2.0;True;0;B;1981.0;2.0;;;False;;;;;Électrique;;Individuel;a;n;;m;2022-12;68145;0101;681450101;H;H;6814501;68501;44;68;;;;9.7;1.0;0.04;2900.0
ag681237-368641510;pr;m;v;0;115;700.0;4;348150;;;0;0;0;2;E;323;48.07411;7.39737;Non;;;3.0;;0;B;;2.0;;;;;;;;;;;a;n;;m;2022-12;68145;0101;681450101;H;H;6814501;68501;44;68;;;;9.7;1.0;0.038;3027.39
ag681237-370102576;pr;m;v;0;160;1184.0;7;567000;;;0;0;0;2;D;131;48.07075;7.22842;Non;;;3.0;;0;D;;2.0;;;;;;;;;;;a;n;113.0;m;2022-12;68385;0000;683850000;Z;Z;6838500;68000;44;68;;;;;;;3543.75
hektor-237_EXPERTIMO22-119833;pr;m;v;0;160;1184.0;7;567000;;;0;0;0;0;D;131;48.07342;7.23764;Non;;;;;0;D;1979.0;;;;;;;;;;;;a;n;37.0;m;2022-12;68385;0000;683850000;Z;Z;6838500;68000;44;68;;;;;;;3543.75
citya-immobilier-1273-TAPP490737;pr;a;v;2;54;;2;99500;;;0;0;0;1;C;150;47.73796;7.33017;Oui;4.0;;1.0;;0;A;2009.0;;0.0;;;;True;0.0;1230.62;Électrique;;Individuel;a;n;24.0;a;2022-12;68224;0202;682240202;H;H;6822401;68701;44;68;10.93;70.0;0.071;11.11;960.0;0.072;1842.59
hektor-girardi-pfastatt-3287;pr;a;v;1;64;;3;106000;;;0;1;1;0;D;218;47.75321;7.34776;Oui;4.0;;;True;0;D;1913.0;1.0;;;;2.0;False;5.0;600.0;Gaz;Radiateur;Individuel;a;n;8.0;a;2022-12;68224;0402;682240402;H;H;6822401;68701;44;68;10.93;41.0;0.079;10.0;839.0;0.072;1656.25
hektor-girardi-pfastatt-3289;pr;a;v;3;66;;3;106000;;;0;1;1;0;D;219;47.75267;7.3491;Oui;4.0;;;True;0;D;1913.0;1.0;;;;;False;5.0;600.0;Gaz;Radiateur;Individuel;a;n;8.0;a;2022-12;68224;0402;682240402;H;H;6822401;68701;44;68;10.93;41.0;0.082;10.0;839.0;0.075;1606.06
hektor-girardi-pfastatt-3286;pr;a;v;0;48;;2;106000;;;0;0;0;1;E;277;47.75283;7.34743;Oui;4.0;;;True;Nord-Sud;E;1913.0;1.0;;;;;False;11.0;600.0;Gaz;Radiateur;Individuel;a;n;16.0;a;2022-12;68224;0402;682240402;H;H;6822401;68701;44;68;11.59;73.0;0.063;11.11;960.0;0.06;2208.33
hektor-ifeaimmo-676;pr;a;v;5;140;;5;410800;;;0;0;1;1;D;212;47.75536;7.3491;Oui;5.0;;;;0;B;1998.0;2.0;;;;;True;;;;;;a;n;31.0;a;2022-12;68224;0402;682240402;H;H;6822401;68701;44;68;8.56;3.0;0.035;8.57;110.0;0.035;2934.29
citya-immobilier-36-TAPP491511;pr;a;v;1;49;;2;78000;;;0;0;0;1;D;188;47.75369;7.34723;Oui;6.0;;1.0;;0;A;2010.0;;0.0;;;;True;109.0;1054.0;Électrique;Convecteur;Individuel;a;n;9.0;a;2022-12;68224;0402;682240402;H;H;6822401;68701;44;68;11.59;73.0;0.087;11.11;960.0;0.084;1591.84
guy-hoquet-immo-facile-6057469;pr;a;v;0;58;;3;188200;;;0;0;0;1;B;60;47.75732;7.35008;Oui;4.0;;;;0;C;;1.0;1.0;;;;True;43.0;1560.0;Gaz;;Individuel;a;n;99.0;a;2022-12;68224;0401;682240401;H;H;6822401;68701;44;68;9.69;27.0;0.036;10.0;839.0;0.037;3244.83
iad-france-1259931;pr;a;v;1;173;;4;283000;;;0;0;0;0;D;248;47.74467;7.31039;Oui;3.0;;;True;0;D;1876.0;;;;False;;False;9.0;3600.0;Gaz;;Collectif;m;n;16.0;a;2022-12;68224;1002;682241002;H;H;6822401;68701;44;68;9.72;14.0;0.071;9.22;388.0;0.068;1635.84
hektor-CGAIMMOBILIER-1733;pr;a;v;1;105;;4;178500;;;0;0;0;1;0;;47.74341;7.31011;Non;2.0;;;False;0;;;1.0;1.0;;;;False;;;;;;a;n;22.0;a;2022-12;68224;1002;682241002;H;H;6822401;68701;44;68;9.72;14.0;0.069;9.22;388.0;0.065;1700.0
ag671474-368631184;pr;a;v;0;103;;5;160000;;;0;0;1;1;E;295;47.74805;7.34951;Oui;;;1.0;True;0;C;;1.0;;;;;True;9.0;2000.0;Électrique;;;a;n;29.0;a;2022-12;68224;0603;682240603;H;H;6822401;68701;44;68;8.48;9.0;0.066;8.57;110.0;0.066;1553.4
century-21-202_3377_1354;pr;a;v;2;39;;2;55000;;;0;0;0;1;E;317;47.74755;7.3496;Oui;4.0;;0.0;;0;E;1963.0;;0.0;;False;;True;53.0;1300.0;Gaz;Radiateur;Collectif;a;n;30.0;a;2022-12;68224;0603;682240603;H;H;6822401;68701;44;68;10.21;29.0;0.087;11.11;960.0;0.095;1410.26
guy-hoquet-immo-facile-6056965;pr;a;v;0;98;;3;56000;;;0;0;0;0;D;195;47.73235;7.29588;Oui;12.0;;;;0;C;;;;;;;;;;;;;a;n;11.0;a;2022-12;68224;0904;682240904;H;H;6822401;68701;44;68;;;;10.0;839.0;0.21;571.43
hektor-1318_EXPERTIMO22-118933;pr;a;v;1;67;;3;99000;;;0;1;0;1;E;263;47.7531;7.30517;Non;;;;True;0;E;;1.0;;;;5.0;False;40.0;2010.0;Gaz;;Collectif;m;n;32.0;a;2022-12;68224;1801;682241801;H;H;6822401;68701;44;68;9.19;5.0;0.075;10.0;839.0;0.081;1477.61
iad-france-1256081;pr;a;v;3;26;;1;64500;;;0;1;0;0;E;300;48.08774;7.34577;Non;4.0;;1.0;False;0;E;;;;;False;;True;406.0;1065.0;Gaz;Radiateur;Collectif;m;n;8.0;a;2022-12;68066;0604;680660604;H;H;6806601;68501;44;68;14.7;4.0;0.071;16.0;207.0;0.077;2480.77
ag060811-369146992;pr;a;v;1;25;;1;67000;;;0;0;1;0;VI;;48.08805;7.33511;Oui;2.0;;0.0;;Sud;;;1.0;;;;;;60.0;150.0;Électrique;;;m;n;127.0;a;2022-12;68066;0604;680660604;H;H;6806601;68501;44;68;14.7;4.0;0.066;16.0;207.0;0.072;2680.0
ag681237-370338184;pr;m;v;0;191;900.0;6;575000;;;0;0;0;2;C;;48.09197;7.34702;Non;;;2.0;;0;A;;2.0;;;;;;;;;;;a;n;50.0;m;2022-12;68066;0604;680660604;H;H;6806601;68501;44;68;;;;9.82;3.0;0.039;3010.47
nexity-GB00160296;pr;a;v;3;56;;3;94000;;;0;0;0;0;D;206;47.75028;7.35545;Oui;;;;True;0;D;;;;;False;;True;123.0;;;;;a;n;85.0;a;2022-12;68224;0601;682240601;H;H;6822401;68701;44;68;9.02;30.0;0.064;10.0;839.0;0.071;1678.57
hektor-dagon68390-2426;pr;m;v;0;130;147.0;6;222000;;;0;0;2;0;0;;47.75155;7.35119;Non;2.0;;1.0;;0;;1964.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;44.0;m;2022-12;68224;0601;682240601;H;H;6822401;68701;44;68;;;;10.46;8.0;0.073;1707.69
iad-france-1247433;pr;a;v;1;141;;3;340000;;;0;0;0;0;C;142;47.76645;7.3268;Oui;;;;False;0;C;;;;;False;;False;163.0;1440.0;Gaz;;Individuel;m;n;8.0;a;2022-12;68224;1501;682241501;H;H;6822401;68701;44;68;10.12;6.0;0.05;10.0;839.0;0.05;2411.35
guy-hoquet-immo-facile-6071996;pr;m;v;0;106;235.0;6;296500;;;0;0;0;0;B;74;47.76668;7.32965;Oui;2.0;;;;0;C;;;;;;;;;;;;;a;n;8.0;m;2022-12;68224;1501;682241501;H;H;6822401;68701;44;68;;;;10.46;8.0;0.045;2797.17
hektor-1_immoteam-3415;pr;m;v;0;128;200.0;6;212000;;;0;0;1;1;E;231;47.7535;7.30949;Non;;;2.0;;0;F;1930.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;11.0;m;2022-12;68224;1801;682241801;H;H;6822401;68701;44;68;;;;10.46;8.0;0.076;1656.25
ag743447-369306307;pr;m;v;0;130;465.0;6;379500;;;0;0;0;2;D;156;47.75744;7.33402;Non;1.0;;;;sud-ouest;D;;;;;;;;;;Gaz;;;m;n;9.0;m;2022-12;68224;1301;682241301;H;H;6822401;68701;44;68;;;;10.46;8.0;0.043;2919.23
ag671791-368240260;pr;m;v;0;547;1048.0;20;1648000;;;0;1;1;7;D;200;48.06577;7.35205;Non;2.0;;;True;Nord-Sud;F;;6.0;;;;;;;;Fioul;;;a;n;8.0;m;2022-12;68066;0202;680660202;H;H;6806601;68501;44;68;;;;;;;3012.8
ag671791-369022258;pr;m;v;0;547;1048.0;20;1648000;;;0;1;1;7;D;200;48.07064;7.35541;Non;2.0;;;True;Nord-Sud;F;;6.0;;;;;;;;Fioul;;;a;n;16.0;m;2022-12;68066;0202;680660202;H;H;6806601;68501;44;68;;;;;;;3012.8
ag671791-370447432;pr;m;v;0;547;1048.0;20;1648000;;;0;1;1;7;D;200;48.06844;7.35762;Non;2.0;;;True;Nord-Sud;F;;6.0;;;;;;;;Fioul;;;a;n;11.0;m;2022-12;68066;0202;680660202;H;H;6806601;68501;44;68;;;;;;;3012.8
orpi-1-054037E2GSEW;pr;a;v;2;70;;3;169900;;;0;0;0;1;D;160;48.08082;7.35213;Oui;2.0;;1.0;True;0;D;1930.0;1.0;;;;;False;12.0;1363.0;Gaz;Radiateur;Collectif;a;n;15.0;a;2022-12;68066;0105;680660105;H;H;6806601;68501;44;68;10.1;17.0;0.05;10.63;512.0;0.053;2427.14
immo-facile-51337374;pr;a;v;4;91;;4;190000;;;0;0;1;1;F;372;48.07702;7.35033;Oui;4.0;;;True;0;E;1970.0;1.0;2.0;;False;;True;47.0;2257.0;Gaz;Radiateur;Individuel;a;n;15.0;a;2022-12;68066;0105;680660105;H;H;6806601;68501;44;68;9.67;9.0;0.056;9.98;190.0;0.057;2087.91
ag681106-367858336;pr;a;v;1;107;;4;318000;;;0;0;1;2;NS;;48.07788;7.35032;Non;1.0;;;False;0;;;;;;;;False;;;;;;a;n;36.0;a;2022-12;68066;0105;680660105;H;H;6806601;68501;44;68;9.67;9.0;0.039;9.98;190.0;0.04;2971.96
ag681106-370949998;pr;a;v;4;70;;2;295000;;;0;0;0;1;NS;;48.07668;7.35026;Non;4.0;;;False;0;;;;;;;;True;;;;;;a;n;105.0;a;2022-12;68066;0105;680660105;H;H;6806601;68501;44;68;11.14;24.0;0.032;12.08;562.0;0.034;4214.29
ag681106-370949923;pr;a;v;0;48;;2;159000;;;0;0;0;1;C;125;48.0792;7.35358;Non;;;1.0;False;0;;;1.0;;;;;False;;;;;;a;n;22.0;a;2022-12;68066;0105;680660105;H;H;6806601;68501;44;68;11.14;24.0;0.04;12.08;562.0;0.044;3312.5
apimo-7865697;pr;a;v;1;94;;6;199000;;;0;0;0;0;0;;48.07317;7.36036;Oui;3.0;;;;0;;;;;;;;;4.0;;Électrique;Radiateur;;a;n;106.0;a;2022-12;68066;0104;680660104;H;H;6806601;68501;44;68;;;;9.29;10.0;0.053;2117.02
apimo-7908214;pr;a;v;2;110;;4;273500;;;0;2;0;0;D;228;48.07699;7.35673;Oui;;;;;Sud;E;;;;;;;;4.0;2520.0;Gaz;Radiateur;Individuel;a;n;22.0;a;2022-12;68066;0104;680660104;H;H;6806601;68501;44;68;10.14;9.0;0.049;9.98;190.0;0.048;2486.36
orpi-1-054927E2CWU1;pr;a;v;2;110;;3;176550;;;0;0;0;1;D;205;47.74783;7.33807;Oui;3.0;;;False;Sud-Ouest;D;1900.0;1.0;;;False;;False;5.0;;Gaz;Radiateur;Individuel;a;n;8.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;10.05;55.0;0.075;10.0;839.0;0.075;1605.0
ag681158-368137510;pr;a;v;0;62;;2;105000;;;0;0;0;1;D;222;47.74792;7.3374;Non;;;;;0;F;;;;;;;False;;;;;;a;n;127.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;11.9;109.0;0.084;11.11;960.0;0.079;1693.55
guy-hoquet-immo-facile-6058289;pr;a;v;0;46;;2;77000;;;0;0;0;0;E;251;47.74617;7.33579;Oui;4.0;;;;0;F;;;;;;;;;;;;;a;n;64.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;11.9;109.0;0.085;11.11;960.0;0.08;1673.91
safti-1-781544;pr;a;v;0;44;;2;79900;;;0;0;0;0;G;520;47.74855;7.33591;Oui;;;;False;0;C;1890.0;;;;False;;False;15.0;1160.0;;;;m;n;;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;11.9;109.0;0.079;11.11;960.0;0.073;1815.91
immo-facile-51460378;pr;a;v;0;70;;3;129000;;;0;0;1;0;VI;;47.74676;7.3405;Non;4.0;;;True;0;VI;;1.0;;;;;;;3720.0;;Radiateur;Collectif;a;n;22.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;10.05;55.0;0.065;10.0;839.0;0.065;1842.86
orpi-1-054927E2EBK3;pr;a;v;4;104;;5;160500;;;0;0;1;0;C;125;47.74844;7.3339;Oui;4.0;;;True;0;D;1945.0;1.0;;;False;;False;5.0;804.0;Gaz;Radiateur;Individuel;a;n;24.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;9.46;17.0;0.074;8.57;110.0;0.067;1543.27
ag681055-370471489;pr;a;v;1;19;;1;40000;;;0;0;1;0;E;240;47.74777;7.33421;Non;;;;;0;F;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;119.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;16.67;85.0;0.095;16.36;505.0;0.093;2105.26
ag681055-370471498;pr;a;v;2;19;;1;40000;;;0;0;1;0;E;240;47.74777;7.33421;Non;5.0;;;;0;F;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;119.0;a;2022-12;68224;0101;682240101;H;H;6822401;68701;44;68;16.67;85.0;0.095;16.36;505.0;0.093;2105.26
hektor-girardi-pfastatt-3277;pr;a;v;6;80;;4;99000;;;0;1;0;1;D;242;47.75357;7.3605;Oui;7.0;;1.0;True;0;D;1970.0;1.0;;;;3.0;True;;;Gaz;Radiateur;Individuel;a;n;64.0;a;2022-12;68224;0502;682240502;H;H;6822401;68701;44;68;9.03;7.0;0.088;9.22;388.0;0.089;1237.5
ag750129-368443567;pr;a;v;2;66;;4;76500;;;0;1;0;1;D;204;47.75296;7.35842;Oui;3.0;;1.0;True;0;D;;1.0;;;;;False;9.0;2400.0;Gaz;Radiateur;Collectif;network;n;120.0;a;2022-12;68224;0502;682240502;H;H;6822401;68701;44;68;9.03;7.0;0.093;9.22;388.0;0.095;1159.09
guy-hoquet-immo-facile-6055073;pr;a;v;0;66;;3;72000;;;0;0;0;0;F;373;47.74898;7.32782;Oui;4.0;;;;0;G;;;;;;;;10.0;;;;;a;n;15.0;a;2022-12;68224;0302;682240302;H;H;6822401;68701;44;68;10.4;20.0;0.114;10.0;839.0;0.11;1090.91
immo-facile-51363747;pr;m;v;0;94;218.0;4;182000;;;0;1;1;0;D;146;47.7665;7.32079;Non;2.0;;1.0;True;0;D;1920.0;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;15.0;m;2022-12;68224;1703;682241703;H;H;6822401;68701;44;68;;;;10.12;8.0;0.063;1936.17
entities-1043690-3736938;pr;m;v;0;104;418.0;5;300000;;;0;0;0;1;0;;47.74942;7.33994;0;2.0;;;;0;;;;;;;;;;;;;;cm;o;15.0;m;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;;;;8.82;8.0;0.037;2884.62
hektor-arateau-25;pr;a;v;0;49;;3;48500;;;0;0;0;0;D;199;47.74942;7.33994;Non;2.0;;;True;Sud-Est;D;1900.0;1.0;;;;;False;13.0;33.0;Gaz;Radiateur;;a;n;50.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;9.78;72.0;0.119;10.0;839.0;0.121;989.8
hektor-ghisimmobilier-2042;pr;m;v;0;84;213.0;5;150000;;;0;0;0;1;E;273;47.74942;7.33994;Oui;1.0;;2.0;;Sud-Est;E;1970.0;1.0;1.0;;;;;;;Gaz;;Individuel;a;n;16.0;m;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;;;;8.82;8.0;0.059;1785.71
ag681145-368793271;pr;a;v;0;72;;4;75000;;;0;0;1;0;E;235;47.74942;7.33994;Non;;;;;0;E;;;;;;;;;;;;;a;n;25.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.96;44.0;0.103;9.22;388.0;0.106;1041.67
ag680286-367868128;pr;a;v;9;110;;5;158000;;;0;0;0;1;E;247;47.74942;7.33994;Non;10.0;;;False;Nord-Ouest;F;;1.0;;;;;True;;;;;;a;n;45.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.49;19.0;0.071;8.57;110.0;0.072;1436.36
ag681088-369165439;pr;a;v;4;121;;5;240000;;;0;0;0;1;NS;;47.74942;7.33994;Oui;4.0;;1.0;True;sud-ouest;;;2.0;;;;;True;;;Gaz;;Collectif;a;n;18.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.49;19.0;0.051;8.57;110.0;0.052;1983.47
ag681391-369265858;pr;a;v;3;60;;4;83740;;;0;0;0;1;D;193;47.74942;7.33994;Non;3.0;;;True;0;D;;1.0;;;;;;14.0;2100.0;Gaz;;Collectif;a;n;64.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.96;44.0;0.077;9.22;388.0;0.079;1395.67
rodacom-5178810;pr;a;v;0;82;;3;258000;;;0;0;1;0;C;141;47.74942;7.33994;Non;;;;True;0;C;;;;;;;False;4.0;;Gaz;;;a;n;11.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;9.78;72.0;0.037;10.0;839.0;0.038;3146.34
guy-hoquet-immo-facile-6058395;pr;a;v;0;79;;4;110400;;;0;2;0;1;E;284;47.74934;7.33957;Oui;;;;;0;E;1959.0;1.0;;;;;True;;1611.0;Gaz;Radiateur;;a;n;31.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.96;44.0;0.077;9.22;388.0;0.079;1397.47
ag681494-370879927;pr;a;v;3;24;;1;47500;;;0;1;0;1;E;273;47.746;7.34273;Non;7.0;;;False;0;E;;1.0;;;;;True;;1443.0;;;;a;n;16.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;16.48;39.0;0.1;16.36;505.0;0.099;1979.17
safti-1-787495;pr;a;v;5;101;;4;219900;;;0;0;0;1;NS;;47.74413;7.33597;Oui;6.0;;;False;0;NS;1992.0;1.0;;;False;;False;230.0;2327.0;Électrique;;Individuel;m;n;7.0;a;2022-12;68224;0102;682240102;H;H;6822401;68701;44;68;8.96;44.0;0.049;9.22;388.0;0.051;2177.23
safti-1-780706;pr;m;v;0;72;633.0;3;193500;;;0;0;0;1;F;344;47.79784;6.9542;Oui;;;3.0;True;0;E;1975.0;1.0;;;False;;;;;;;Individuel;m;n;8.0;m;2022-12;68167;0000;681670000;Z;Z;6816700;68114;44;68;;;;;;;2687.5
hektor-dagon68390-2425;pr;a;v;1;72;;3;60000;;;0;1;1;0;E;300;47.74927;7.32325;Non;;;;True;0;C;;1.0;;;;7.0;True;;;Gaz;Radiateur;Individuel;a;n;16.0;a;2022-12;68224;1203;682241203;H;H;6822401;68701;44;68;11.04;32.0;0.159;10.0;839.0;0.144;833.33
guy-hoquet-immo-facile-5867626;pr;a;v;0;107;;4;120000;;;0;1;0;1;D;208;47.74941;7.32458;Oui;12.0;;;True;0;D;1971.0;1.0;;;True;;True;35.0;3600.0;Gaz;Radiateur;Collectif;a;n;15.0;a;2022-12;68224;1203;682241203;H;H;6822401;68701;44;68;10.1;4.0;0.108;9.22;388.0;0.099;1121.5
immo-facile-51246457;pr;a;vp;0;82;42.0;3;280000;;;0;0;0;1;E;264;47.73605;7.3352;Oui;3.0;;;True;0;D;1995.0;1.0;1.0;;True;;True;42.0;2061.72;Électrique;;Individuel;a;n;11.0;a;2022-12;68224;0704;682240704;H;H;6822401;68701;44;68;10.46;14.0;0.037;10.0;839.0;0.035;3414.63
hektor-ifeaimmo-631;pr;a;v;1;58;;2;79000;;;0;0;0;1;C;150;47.7361;7.33233;Oui;3.0;;;True;0;D;1945.0;;;;;;;;;Gaz;;Individuel;a;n;64.0;a;2022-12;68224;0704;682240704;H;H;6822401;68701;44;68;10.65;16.0;0.094;11.11;960.0;0.098;1362.07
iad-france-1258425;pr;a;v;0;87;;4;115000;;;0;0;0;0;E;285;47.75759;7.32656;Non;;;;False;0;E;;;;;False;;False;24.0;2160.0;;;;m;n;36.0;a;2022-12;68224;1601;682241601;H;H;6822401;68701;44;68;8.75;5.0;0.079;9.22;388.0;0.084;1321.84
ag340369-368904784;pr;m;v;0;79;163.0;4;196000;;;0;0;0;1;D;172;47.75944;7.32606;Oui;;;2.0;True;nord-est / sud-ouest;D;;2.0;;;;;;;;Gaz;;;m;n;99.0;m;2022-12;68224;1601;682241601;H;H;6822401;68701;44;68;;;;10.12;8.0;0.049;2481.01
hektor-cpdelta-183;pr;a;v;1;59;;3;92000;;;0;0;1;0;D;230;47.73195;7.32712;Non;;;;True;0;E;1930.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;99.0;a;2022-12;68224;0704;682240704;H;H;6822401;68701;44;68;10.46;14.0;0.08;10.0;839.0;0.077;1559.32
safti-1-782565;pr;a;v;7;32;;1;65000;;;0;0;0;1;B;65;47.74037;7.34737;Non;7.0;;;False;0;C;2013.0;1.0;;;False;;False;137.0;1565.0;Gaz;;;m;n;8.0;a;2022-12;68224;0701;682240701;H;H;6822401;68701;44;68;14.38;25.0;0.085;16.36;505.0;0.097;2031.25
nexity-GB00161532;pr;a;v;13;94;;3;134900;;;0;1;0;0;E;267;47.74991;7.34118;Oui;;;;False;Ouest;E;;;;;False;;True;87.0;3744.49;;;;a;n;8.0;a;2022-12;68224;0403;682240403;H;H;6822401;68701;44;68;9.65;40.0;0.081;10.0;839.0;0.084;1435.11
safti-1-782896;pr;a;v;0;84;;4;143000;;;0;0;0;1;C;133;47.75236;7.33965;Oui;3.0;;;False;0;C;1920.0;2.0;;;False;;False;28.0;;Gaz;;Individuel;m;n;16.0;a;2022-12;68224;0403;682240403;H;H;6822401;68701;44;68;8.56;22.0;0.06;9.22;388.0;0.065;1702.38
hektor-girardi-pfastatt-3179;pr;a;v;6;92;;4;106000;;;0;0;1;0;E;274;47.7517;7.34356;Oui;12.0;;;True;Sud-Est;E;;1.0;1.0;;;;True;150.0;2508.0;Gaz;Radiateur;Collectif;a;n;29.0;a;2022-12;68224;0403;682240403;H;H;6822401;68701;44;68;8.56;22.0;0.089;9.22;388.0;0.096;1152.17
entities-1044599-2645454;pr;m;v;0;131;400.0;6;459000;;;0;0;0;0;A;;47.74949;7.33978;0;;;;;0;;;;;;;;;;;;;;cm;o;22.0;m;2022-12;68224;0403;682240403;H;H;6822401;68701;44;68;;;;10.46;8.0;0.036;3503.82
entities-1044599-2645453;pr;m;v;0;100;400.0;5;469000;;;0;0;0;0;A;;47.74949;7.33978;0;;;;;0;;;;;;;;;;;;;;cm;o;22.0;m;2022-12;68224;0403;682240403;H;H;6822401;68701;44;68;;;;8.82;8.0;0.023;4690.0
hektor-ifeaimmo-953;pr;a;v;5;79;;3;176800;;;0;0;0;1;0;;47.74368;7.35284;Non;7.0;;;True;Sud-Est;;1975.0;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;8.0;a;2022-12;68224;0701;682240701;H;H;6822401;68701;44;68;10.22;58.0;0.055;10.0;839.0;0.054;2237.97
orpi-1-054036E2F9B1;pr;a;v;1;66;;3;46500;;;0;0;0;0;F;380;47.74395;7.32582;Oui;3.0;;;True;0;F;;1.0;;;False;;False;25.0;790.0;;;;a;n;16.0;a;2022-12;68224;1101;682241101;H;H;6822401;68701;44;68;9.59;40.0;0.163;10.0;839.0;0.17;704.55
hektor-ifeaimmo-828;pr;a;v;8;90;;4;128000;;;0;0;1;0;D;218;47.74597;7.32482;Oui;10.0;;;True;0;E;;1.0;;;;;True;;;Gaz;;Collectif;a;n;29.0;a;2022-12;68224;1101;682241101;H;H;6822401;68701;44;68;10.14;11.0;0.086;9.22;388.0;0.078;1422.22
nexity-GB00162536;pr;a;v;2;62;;2;102900;;;0;1;0;0;D;238;47.7442;7.32094;Oui;;;;True;0;D;;;;;False;;False;;;;;;a;n;113.0;a;2022-12;68224;1101;682241101;H;H;6822401;68701;44;68;10.7;20.0;0.077;11.11;960.0;0.08;1659.68
guy-hoquet-immo-facile-6115432;pr;m;v;0;100;200.0;5;212500;;;0;0;3;0;VI;;47.74297;7.3205;Oui;2.0;;;;0;VI;;1.0;;;;;;;;Gaz;;Individuel;a;n;11.0;m;2022-12;68224;1101;682241101;H;H;6822401;68701;44;68;;;;8.82;8.0;0.05;2125.0
ag681425-368037184;pr;m;v;0;110;;5;212000;;;0;0;0;1;D;163;47.77795;7.32852;Oui;1.0;;2.0;;Sud;D;;2.0;;;;;;2.0;100.0;Gaz;;;a;n;15.0;m;2022-12;68224;1701;682241701;H;H;6822401;68701;44;68;8.54;1.0;0.053;8.82;8.0;0.055;1927.27
